id	old	oldid	animal	groupid	group	stage	ra	rm	cm	ihold	rostral	medial	nav	nai	ktv	kti	ksv	ksi	smean	samp	sbend	mono_m	mono_s	poly_m	poly_s	lat_m	lat_s	stepspike	thslope
180	0	X6	20160228_1	6	SlowC	49	12	2.3	12	-7.5	150	182	-12	284.8	12.1	555.7	-14.4	369.9	1.433333333	0.9	-0.2	-43.383382	6.509009	-25.299516	4.21174	271.599986	5.7	2	0.082367
181	0	Y6	20160228_1	6	SlowC	49	26	4.9	9	-3.5	151	200	-19.8	243	8.8	54.4	-2.8	399.2	0.85	0.3	-0.083333333	-17.767877	13.316673	-5.926325	0.710633	271.099986	17.5	1	0.072136
182	0	Z6	20160228_1	6	SlowC	49	40	4.6	11	-2.5	161	208	0.5	157.2	-10.1	22.3	-31.5	47.4	1.266666667	0.9	-0.3	-10.222168	2.560931	-24.090168	10.366632	286.899985	20.899999	2	1.063114
183	0	A7	20160228_1	6	SlowC	49	31	2.8	9	-4.5	180	208	-7.5	305.1	-21.8	60	-6.3	551.1	0.8	0.875	0.066666667	-71.475423	7.089102	-41.176001	5.621165	251.499986	16.5	4	0.043388
184	0	B7	20160228_1	6	SlowC	49	24	2.6	10	-10	159	189	-13.8	225.7	27.3	74.8	-12	510.4	0.466666667	0.475	-0.1	-4.308539	4.145172	-9.983533	2.485408	255.599986	13.6	1	0.181182
185	0	C7	20160228_1	7	SlowF	48	36	4.8	9	-5	143	187	-25	438.8	20.1	116.6	-12	363.9	0.983333333	0.575	-0.15	-1.487393	1.521296	-2.920824	1.374076	321.899984	19.999999	2	0.060801
186	0	D7	20160228_1	7	SlowF	48	24	2.8	10	-4	163	203	-6.1	124.4	-19.4	62.6	-17.1	229.2	0.2	0.3	-0.1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.060559
187	0	E7	20160301_9	0	Control	49	NaN	NaN	NaN	-5	154	203	-14.7	293.8	17	195.5	-16.1	590.4	0.633333333	0.475	-0.1	-0.143636	2.468051	-26.030823	27.343622	361.399983	39.899999	2	0.037443
188	0	F7	20160301_9	0	Control	49	48	3.8	8	-5	173	185	-13.6	92.1	14.2	94.9	-22.5	176	0.733333333	0.675	-0.066666667	0.144552	0.18625	-5.380173	1.326877	319.999984	16.9	1	0.098198
189	0	G7	20160301_9	0	Control	49	12	2.8	10	-4	165	193	-18.3	550.7	20.3	476.2	-14.9	1130.8	0.283333333	0.375	-0.016666667	-2.073059	1.418407	-35.594367	16.023718	332.499984	14	2	0.049342
190	0	H7	20160301_9	0	Control	49	42	3.8	10	-5	165	206	-17.3	610.4	21.9	204.7	-10.2	892	1.25	0.8	-0.216666667	-47.502272	12.590833	-57.601868	22.594056	246.299986	11.8	2	0.074662
191	0	I7	20160301_9	0	Control	49	11	3.2	11	-5	172	194	-3.5	285.1	24.6	136.5	-7.3	811.6	0.216666667	0.325	0.083333333	0.102912	0.442412	-20.310062	5.002887	331.899984	10.4	2	-0.000903
192	0	J7	20160301_10	0	Control	49	48	1.4	8	-6	153	183	-7.1	385.8	6.2	111.6	-6.5	511.9	2.6	2.075	0.266666667	-1.57569	1.894605	-4.791649	5.778152	370.499983	24.999999	2	-0.01106
193	0	K7	20160301_10	0	Control	49	30	4	6	-6	162	168	-12.1	137.2	-4.2	65.8	-3.4	192.4	0.283333333	0.375	-0.116666667	-0.211487	0.304837	-1.235956	0.841491	358.899983	12.1	1	0.581308
194	0	L7	20160301_10	0	Control	49	25	6	7	-4.7	195	182	-8.4	131.5	9.9	76.7	-11.1	145.6	1.066666667	1.1	0.066666667	-1.97798	1.048169	-6.093339	1.654388	322.099984	12.9	1	0.086536
195	0	M7	20160301_10	0	Control	49	51	2.3	9	-5	182	208	-0.1	249.1	-20.3	21.1	-1.2	148.5	0.666666667	0.75	0.2	-40.461155	13.699428	-16.509726	6.3439	191.799988	25.199999	1	-0.047352
196	0	N7	20160301_10	0	Control	49	40	3.7	9	7	194	207	-2.8	213.6	-16.5	55	-6.8	416.2	0.666666667	0.75	0.1	-0.484687	1.217965	-14.008248	5.53798	329.099984	14.1	2	0.01349
197	0	O7	20160306_2	7	SlowF	48	31	3.9	8	-5	146	204	-19.5	264.7	21.4	226.9	-14.3	344.2	0.583333333	0.55	-0.116666667	0.113729	0.413968	-11.733767	1.304961	271.999986	7.6	1	0.003112
198	0	P7	20160306_2	7	SlowF	48	41	8	10	-4	156	212	-24.7	282	18	109.7	-15.1	160.4	0.966666667	0.075	-0.066666667	-0.247192	0.657405	-3.838945	1.720625	294.999985	23.499999	1	0.071143
199	0	Q7	20160306_2	7	SlowF	48	22	2.8	9	-7	163	202	-15.1	203.1	17.7	157.6	-19.2	104.5	0.15	0.225	-0.116666667	-12.548286	3.544429	-16.913831	1.392075	287.399985	13.2	1	0.107899
200	0	R7	20160306_2	7	SlowF	48	22	6.7	7	-6.5	182	197	-23.4	168	16.7	150.9	-11.6	237.3	0.516666667	0.475	-0.15	-3.417562	1.838699	-5.883963	1.743056	291.699985	26.999999	1	-0.003228
201	0	S7	20160306_2	7	SlowF	48	66	3.5	7	-7	163	210	-12.4	151.5	15.5	139.1	-13.6	211.6	0.166666667	0.25	-0.1	-8.505893	2.850979	-12.266082	2.274375	256.999986	17.8	1	0.128826
202	0	T7	20160306_2	7	SlowF	48	60	3.5	7	-6	174	208	-14.4	107.7	11.3	58.1	-20.5	114.1	0.283333333	0.4	-0.083333333	-5.50432	1.974603	-9.694863	0.877746	283.799985	10.6	1	0.129231
203	0	U7	20160306_2	7	SlowF	48	28	1.9	6	-13	196	203	-21.7	184.2	17.7	134.5	-11.3	172.2	0.233333333	0.35	-0.066666667	-26.973843	5.378253	-16.383798	3.64291	257.599986	19.3	1	0.117156
204	0	V7	20160306_2	7	SlowF	48	47	1.8	8	-6.5	183	208	-14.8	221.7	-16.2	43.1	-25.3	233.3	1.183333333	0.925	-0.083333333	-21.277737	3.459384	-40.360033	3.893537	294.899985	8.3	2	0.075604
205	0	W7	20160312_2	6	SlowC	49	24	4	10	-5.3	153	216	-13.9	265.3	22	349.9	-12.4	551	0.45	0.475	-0.15	-11.083408	2.748154	-8.844653	1.442552	263.999986	21.399999	1	0.196756
206	0	X7	20160312_2	6	SlowC	49	40	1	7	-7	143	198	-22.1	185.3	16.9	189.9	-18.2	233	0.283333333	0.425	-0.05	-0.98487	1.243553	-4.908485	1.039038	288.299985	18	1	0.03434
207	0	Y7	20160312_2	6	SlowC	49	25	6	8	-5.5	129	204	-19.5	171.5	20.7	103.5	-12.3	280.8	0.616666667	0.5	-0.05	-12.614407	1.960595	-9.385024	1.433437	274.599985	12.1	1	0.022809
208	0	Z7	20160312_2	6	SlowC	49	20	3.3	8	-8.3	139	213	-6.9	152.1	20.4	370.4	-12.5	456.1	0.65	0.7	-0.083333333	-14.338582	3.802934	-10.275158	1.461517	280.399985	18.2	2	0.038139
209	0	A8	20160312_2	6	SlowC	49	55	8	6	-6.7	153	196	-22.8	122.7	11.1	95.6	-12.1	278.8	0.583333333	0.5	-0.083333333	-1.571757	1.377253	-1.778606	0.42681	296.699985	14.6	1	0.137703
210	0	B8	20160315_3	4	Sync	49	NaN	NaN	NaN	-6.8	162	201	-13.3	303.2	17.6	412.8	-16.3	583.4	1.116666667	0.5	-0.116666667	-50.036248	8.369311	-35.227821	2.868265	254.299986	8.8	2	0.055862
211	0	C8	20160315_3	4	Sync	49	13	5	8	-6	168	194	-19.1	278.3	12.5	336.9	-13.1	368.8	0.35	0.475	-0.05	-0.229289	1.031417	-9.866133	2.321099	274.099985	13.1	1	0.060888
212	0	D8	20160315_3	4	Sync	49	15	2	11	-6.4	167	212	-7.4	213.4	23.3	317.3	-10.4	649.9	0.633333333	0.575	-0.033333333	-57.257792	0.83634	-18.059741	0.868579	212.299987	7.4	2	0.136996
213	0	E8	20160315_3	4	Sync	49	43	2	7	-6.5	180	207	-2.6	183.2	16.1	188.3	-14.1	454.2	NaN	NaN	NaN	-15.69102	2.757224	-21.648223	2.012673	270.299986	5.5	1	0.010485
214	0	F8	20160315_3	4	Sync	49	30	2.4	9	-7.5	172	218	-6.7	246.1	-6.1	296.1	-10.7	559.9	1.166666667	0.75	-0.233333333	-6.392754	2.343353	-20.368287	3.319368	267.199986	17.1	1	0.172483
215	0	G8	20160315_3	4	Sync	49	NaN	NaN	NaN	-5	161	205	-14.3	257.7	-17.3	88	-12.7	373.6	0.533333333	0.55	-0.1	-4.335734	3.109591	-15.632064	1.410863	277.399985	19.7	2	0.001364
216	0	H8	20160315_3	4	Sync	49	22	3	9	-5.5	169	205	-13.9	253.4	6.3	149.5	-12.4	416.4	0.816666667	0.625	-0.05	-3.470086	2.232935	-9.823135	1.777947	254.099986	17.6	1	0.087993
217	0	I8	20160317_1	5	Async	48	40	2.2	10	-5	113	203	-16.7	491.8	18.6	461.1	-16	655.4	1.55	0.775	-0.15	-88.830465	7.690163	-31.485199	7.053229	230.399987	7.6	4	0.05915
218	0	J8	20160317_1	5	Async	48	40	1.4	10	-10	116	208	-14.2	543.2	-9.4	149.4	-13.4	646.7	1.25	0.925	0.216666667	-34.249098	7.658756	-33.240256	3.06712	288.699985	12.8	4	0.103844
219	0	K8	20160317_1	5	Async	48	37	2.3	9	-5.5	123	211	-21.3	330.8	8.7	130.7	-10.6	492.9	0.75	0.8	-0.116666667	-15.807563	5.850101	-12.114418	1.711433	257.799986	16.9	1	-0.03706
220	0	L8	20160317_1	5	Async	48	46	2.3	11	-7.5	127	215	-11.5	211.6	-13.5	215.2	-10.4	391.5	1.083333333	0.625	-0.083333333	-48.354119	4.049283	-21.526631	1.254678	247.199986	6.4	2	0.124672
221	0	M8	20160317_1	5	Async	48	24	4.7	8	-6.3	136	179	-19.9	379.1	17.4	217.9	-19.2	332.1	0.516666667	0.5	-0.183333333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.000569
222	0	N8	20160317_1	5	Async	48	16	4.3	9	-7.2	123	216	-23	246.5	17.2	142.3	-9.4	250	0.383333333	0.475	-0.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.074815
223	0	O8	20160317_1	5	Async	48	13	1.6	8	-5.5	128	182	-12.5	248.9	-19.2	74.2	-20.7	504.3	NaN	NaN	NaN	-19.064568	3.883729	-20.044134	3.126578	244.699986	10.8	1	0.139793
224	0	P8	20160317_1	5	Async	48	12	1.7	12	-11.5	127	195	-12.5	622.2	26.7	548.7	-13	1769.8	NaN	NaN	NaN	-66.645949	9.964722	-32.617754	7.021897	246.399986	16.9	4	0.047423
225	0	Q8	20160318_5	2	Flash	48	45	3.5	10	-4.8	129	163	-15.6	239.7	-10.4	138.4	-11	392.9	0.183333333	0.275	-0.116666667	-27.484945	3.157535	-10.982298	1.636256	267.999986	19	1	0.091776
226	0	R8	20160318_5	2	Flash	48	30	4.4	7	-4.5	145	158	-9.7	168.8	-17.1	35.4	-10.7	287	0.183333333	0.275	-0.083333333	-14.576619	2.753071	-11.831899	2.29049	274.099985	22.499999	1	0.111279
227	0	S8	20160318_5	2	Flash	48	55	2.3	13	-4.5	144	179	-17.7	751	-24.5	12.4	-13.9	854	0.883333333	0.8	-0.283333333	-46.502618	21.86179	-42.213913	15.845472	230.699987	59.699998	5	0.070851
228	0	T8	20160318_5	2	Flash	48	20	4	9	-7.5	133	173	-13.5	271	-23	36.6	-8.1	578.9	0.116666667	0.175	-0.116666667	-14.075046	2.906133	-8.738162	2.012576	232.799987	13	1	0.068818
229	0	U8	20160318_5	2	Flash	48	12	4.5	8	-7.3	126	168	-12.9	206.4	10.8	129.8	-11.8	412	0.216666667	0.325	-0.083333333	-3.102519	1.531358	-3.633592	1.117841	270.399986	18.3	1	0.044893
230	0	V8	20160318_5	2	Flash	48	10	2.7	14	-7.3	150	174	-8.9	237.4	20	554.7	-13.1	942.3	1	0.575	-0.166666667	-22.934401	6.511697	-25.680923	6.260122	236.199986	29.099999	4	-0.049713
231	0	W8	20160318_5	2	Flash	48	40	2	7	-8	137	165	-14.5	224.3	17.2	161.6	-15.4	257.3	0.316666667	0.45	-0.05	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.106529
232	0	X8	20160319_4	1	Crash	49	46	3.6	9	-6	173	210	-21.5	316.2	12.3	143.9	-14.9	457.4	1.383333333	0.6	-0.15	-5.016819	2.053214	-6.796171	1.535569	321.299984	13.7	2	-0.070469
233	0	Y8	20160319_4	1	Crash	49	64	1.2	7	-7	167	216	-22.8	429.1	19.1	191.3	-15.8	429.6	1.8	0.525	-0.066666667	-6.195916	4.125666	-17.088341	2.646769	308.999985	11.7	2	0.121689
234	0	Z8	20160319_4	1	Crash	49	32	3.7	9	-5.5	184	203	-23.7	387.1	17.9	276.5	-16.5	343.5	0.766666667	0.425	-0.1	-1.200358	1.023435	-2.054973	0.626898	345.899984	25.199999	1	0.068868
235	0	A9	20160319_4	1	Crash	49	48	4	10	-7	173	227	-19.6	243.7	-20	101.2	-10.2	715.5	0.2	0.275	-0.033333333	-14.220649	3.041609	-9.162111	1.5279	291.999985	14.4	2	0.077733
236	0	B9	20160319_4	1	Crash	49	31	1.6	10	-6.5	187	226	-14.4	168.3	-17.9	116.7	-4.7	493.4	0.533333333	0.55	-0.133333333	-6.563789	2.606235	-5.662254	0.559466	306.899985	7.1	1	0.15818
237	0	C9	20160319_4	1	Crash	49	21	2	14	-10.5	165	223	-22.8	380.8	11	487.7	-11.4	515.6	1.133333333	0.6	-0.133333333	-2.206523	2.81114	-11.929672	1.551403	300.099985	10.8	2	0.027162
238	0	D9	20160319_2	5	Async	49	24	3.6	9	-13	138	180	-14.4	375.3	-16.4	75.5	-1.7	713.6	0.3	0.275	0.033333333	-10.116577	6.95088	-16.02908	6.268638	256.599986	27.899999	2	0.039934
239	0	E9	20160319_2	5	Async	49	41	3.5	10	-4.8	144	173	-14.8	204.5	11.5	120.7	-11.1	416.8	0.666666667	0.425	-0.1	-2.535366	1.771551	-2.755531	1.338261	283.799985	30.999999	1	0.15272
240	0	F9	20160319_2	5	Async	49	NaN	NaN	NaN	-14	143	187	-14.5	376.7	27	93	-12.2	397.2	1.083333333	0.575	-0.083333333	-27.04739	15.449451	-7.393672	2.677457	244.999986	23.999999	2	0.113525
241	0	G9	20160319_2	5	Async	49	13	2	10	-9.5	144	179	-18.2	373.9	17.4	550.4	-16.7	704.2	2.65	0.85	-0.116666667	-9.271478	6.454749	-3.882389	1.614843	285.899985	34.599999	3	-0.025366
242	0	H9	20160319_2	5	Async	49	36	4.5	8	-6.3	148	176	-22.4	225.2	17.9	160.9	-12.1	388.5	0.866666667	0.375	-0.166666667	-4.774509	1.440937	-6.11567	0.64266	282.899985	19	1	0.166247
243	0	I9	20160320_3	6	SlowC	48	42	4	7	-5.3	154	203	-19.6	150.7	-0.4	92.1	-10.9	367.6	0.25	0.375	-0.083333333	-3.242425	1.883157	-5.432627	1.424981	289.499985	29.299999	1	0.124506
244	0	J9	20160320_3	6	SlowC	48	32	5.8	9	-5.3	148	212	-14	131	4.7	87.3	-8.6	317.5	0.566666667	0.525	-0.1	-5.239529	4.814097	-4.849403	0.859823	261.399986	18.7	1	0.133524
245	0	K9	20160320_3	6	SlowC	48	32	1.6	9	-10	146	224	-5.4	192.6	-10.8	264.9	-13.2	522.9	0.9	0.425	-0.066666667	-33.419359	7.665152	-19.533379	1.642892	277.899985	8.1	1	0.169423
246	0	L9	20160321_3	5	Async	49	25	3.5	9	-7	167	217	-11.5	242.6	1.5	174.5	-10.4	548.1	0.116666667	0.175	-0.083333333	-3.252428	1.489344	-7.58676	1.486943	293.899985	16.7	1	0.085856
247	0	M9	20160321_3	5	Async	49	17	3.4	8	-6.5	167	207	-12.5	265.4	4.5	211	-5.9	451.6	0.333333333	0.375	-0.1	-3.262126	1.444484	-4.421047	1.409563	253.599986	59.299999	1	0.078689
248	0	N9	20160321_3	5	Async	49	23	2.7	10	-13.5	177	218	-11.8	412.6	15.8	227.4	-13.3	980.7	NaN	NaN	NaN	-76.533576	10.189185	-21.474319	1.862665	206.899987	12.1	2	-0.026394
249	0	O9	20160322_5	1	Crash	48	17	3.1	9	-17	181	215	-21.4	311.4	20.2	221.2	-15	525.8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.091782
250	0	P9	20160322_5	1	Crash	48	29	5.2	8	-8	163	213	-22	259	14.1	114.6	-6.1	444.8	0.533333333	0.55	-0.166666667	-2.914971	1.691773	-6.000108	1.246233	232.499987	19.5	1	0.069088
251	0	Q9	20160322_5	1	Crash	48	NaN	NaN	NaN	-4	190	208	-22.7	227.4	19.4	97	-7	620.9	0.716666667	0.55	-0.116666667	-0.486043	0.923614	-5.647075	0.627896	270.499986	19.3	1	0.086827
252	0	R9	20160322_5	1	Crash	48	21	2.9	9	-4.8	187	221	-8	353.1	-38.6	6.6	-8.2	671.1	0.933333333	1.275	0.066666667	-88.199802	18.922063	-27.867512	6.802931	224.699987	21.899999	6	0.097681
253	0	S9	20160322_5	1	Crash	48	32	3.5	8	-6.5	176	194	-19.6	169.2	5.5	174.1	-11.5	523.8	0.416666667	0.475	-0.083333333	-4.704047	1.512069	-4.603935	1.307614	283.599985	25.599999	1	0.15387
254	0	T9	20160322_4	4	Sync	48	NaN	NaN	NaN	-7.3	186	208	-11.2	213.4	-19.6	93.8	-11.3	614.7	0	0	0	-12.157322	4.469546	-4.31292	1.17837	242.599986	33.899999	1	0.047227
255	0	U9	20160322_4	4	Sync	48	NaN	NaN	NaN	-6.2	189	234	-6.4	206	15.5	54.6	-13.4	244.3	0.183333333	0.275	-0.083333333	-11.126912	4.317276	-8.001087	1.403652	242.799986	23.999999	1	0.067597
256	0	V9	20160322_4	4	Sync	48	27	2	11	-16	193	201	-11.9	243.2	14.5	161.2	-15.1	586.5	0.033333333	0.05	-0.033333333	-11.391364	3.221023	-10.785536	2.296071	261.999986	15.5	1	0.055071
257	0	W9	20160322_4	4	Sync	48	NaN	NaN	NaN	-5.5	197	220	-17.7	313.7	-26.8	27.5	-20.3	293.4	0.716666667	0.675	-0.116666667	-40.309482	5.679942	-17.545668	3.763117	261.299986	14.6	2	0.053334
258	0	X9	20160322_4	4	Sync	48	19	2.3	10	-8	183	223	-7.6	200.3	23.9	210.7	-10.4	783.9	1.216666667	0.75	0.05	-13.743591	2.990917	-13.196805	0.694199	261.399986	17.6	4	0.129639
259	0	Y9	20160322_4	4	Sync	48	7	2.1	13	-11	178	218	-18.8	609.6	27.3	427.9	-14.5	1152.8	1.183333333	0.65	-0.183333333	-16.752862	5.406525	-6.916657	2.034239	196.599987	13.1	5	-0.037158
260	0	Z9	20160322_4	4	Sync	48	10	3.4	10	-7.8	183	208	-15.8	245.6	26.6	271.6	-13.4	820.7	0.85	0.825	-0.15	-9.73053	3.805991	-11.80994	2.820074	258.899986	12.7	2	-0.016069
261	0	A10	20160322_4	4	Sync	48	20	3.3	10	-7.3	175	211	-15.9	352.3	1.8	329.7	-12.6	616.1	0.816666667	0.45	0.016666667	-12.568224	8.470506	-7.006057	2.069622	281.999985	30.699999	2	0.00204
262	0	B10	20160322_4	4	Sync	48	NaN	NaN	NaN	-20	171	214	-7	396.1	-24.1	10.3	-10.6	735.1	NaN	NaN	NaN	-46.417881	21.673527	-20.669808	5.991907	218.499987	24.099999	8	0.072735
263	0	C10	20160402_4	5	Async	49	19	4.2	8	-5.5	166	204	-12	312.4	21.7	270.4	-14.1	644.5	0.15	0.175	-0.016666667	-8.11988	2.309015	-13.180589	1.471236	282.699985	6.2	2	0.033271
264	0	D10	20160402_4	5	Async	49	33	1.6	9	-7.5	176	205	-24.3	301.7	16.5	266.5	-14.7	303.9	0.45	0.475	-0.05	-5.751343	3.022798	-6.435347	1.08959	285.099985	25.899999	2	0.064318
265	0	E10	20160402_4	5	Async	49	35	4.2	8	-5.5	173	189	-24.6	186.5	15.3	167.2	-8.2	225.5	0.466666667	0.5	-0.1	-3.149618	1.678426	-3.544202	1.162176	304.599985	23.299999	1	0.086075
266	0	F10	20160402_4	5	Async	49	27	3.1	10	-10	170	211	-11.9	277.4	7.6	235.9	-10.3	551.2	NaN	NaN	NaN	-10.277235	7.962498	-10.407661	3.868595	251.599986	78.199998	1	0.120006
267	0	G10	20160402_4	5	Async	49	22	3.3	9	-8	183	208	-23.8	276.1	-3.1	303.5	-6	316.1	0.416666667	0.425	-0.083333333	-1.225315	1.207062	-2.598484	1.376948	300.199985	45.199999	1	0.058675
268	0	H10	20160402_4	5	Async	49	37	4.2	8	-5.5	162	211	-14.3	241.3	6.9	177.2	-5	282	0.316666667	0.4	-0.05	-6.606784	3.407899	-5.169571	1.037901	219.299987	13.6	1	0.028582
269	0	I10	20160402_4	5	Async	49	43	2.4	10	-8.5	178	198	-12.6	285.1	-21.5	79.6	-13	534.9	0.15	0.225	0.016666667	-14.85277	1.73343	-8.96217	0.896557	282.399985	11.4	2	0.086701
270	0	J10	20160402_5	5	Async	48	36	1.7	8	-6.8	148	180	-18.1	356.3	20.9	248.5	-13.4	565.6	1.95	1.1	-0.216666667	-1.402927	2.102785	-8.220618	5.904119	307.999985	55.599999	2	0.02968
271	0	K10	20160402_5	5	Async	48	20	2.6	7	-7	142	189	NaN	NaN	NaN	NaN	NaN	NaN	1.266666667	0.825	0.066666667	-0.72781	0.714871	-6.662445	1.315102	289.399985	25.899999	2	0.032618
272	0	L10	20160402_5	5	Async	48	60	2	6	-5	157	180	-22.5	166.5	15.8	189.9	-12.3	443.8	0.145833333	0.1875	-0.0625	-11.308865	4.064536	-12.993517	1.168794	282.999985	12.2	NaN	NaN
273	0	M10	20160405_6	5	Async	48	44	3	6	-5	145	206	-20	211.6	15.1	155.9	-13	368.6	0.25	0.375	-0.083333333	-6.774021	2.172077	-11.872717	2.694063	258.999986	12	1	0.076198
274	0	N10	20160405_6	5	Async	48	12	2.6	9	-9	134	224	-8.7	191.4	23.7	391.8	-16.9	738	0.983333333	0.775	0.016666667	-34.408569	8.747361	-16.255866	5.088679	220.399987	10.1	4	0.002024
275	0	O10	20160405_6	5	Async	48	11	3	8	-9.3	139	226	-13.3	267.9	31	221.6	-11.7	537.9	0.65	0.4	-0.016666667	-23.117371	2.494667	-7.215837	0.74741	241.799986	20.099999	1	0.094179
276	0	P10	20160405_6	5	Async	48	30	4	9	-5.8	149	212	-6.6	261.7	3.8	157.1	-11.6	486.7	NaN	NaN	NaN	-21.769104	8.454326	-14.886266	7.964215	267.599986	40.299999	3	0.026141
277	0	Q10	20160405_6	5	Async	48	15	2	8	-6	157	225	-5	269.8	17	145.8	-11.2	549.9	0.6	0.6	-0.1	-14.721375	2.517819	-13.594651	3.349222	267.699986	15.2	3	0.02571
278	0	R10	20160405_6	5	Async	48	20	3	9	-8	148	227	-7	270.7	21.9	277.2	-7.4	500	0.883333333	0.725	-0.183333333	-22.282274	12.80315	-27.406184	5.183263	278.299985	13	5	0.026686
279	0	S10	20160508_3	1	Crash	48	23	2	11	-6	106	209	-12.8	263.6	3.4	212	-12.2	479.2	0.983333333	0.5	0.05	-27.108765	4.78457	-10.730109	1.242297	242.999986	13	3	0.085766
280	0	T10	20160508_3	1	Crash	48	31	4	8	-11.5	116	185	-13.9	200.3	18.5	146.8	-14.9	442.2	0.3	0.4	-0.1	-0.853984	1.747665	-2.660713	2.272524	321.699984	65.499998	1	0.151262
281	0	U10	20160508_3	1	Crash	48	31	4	13	-8.5	107	221	-22.5	342	-4.5	249.3	-13.9	642.9	1.116666667	0.65	-0.183333333	-25.682204	11.959292	-24.645517	4.763645	266.499986	13.7	5	0.034066
282	0	V10	20160508_3	1	Crash	48	41	2	7	-9.5	101	177	-21	537.4	4.5	94.3	-14.7	857.6	0.583333333	0.475	-0.083333333	-22.737223	5.559483	-41.21448	3.187727	255.399986	8.2	3	0.095713
283	0	W10	20160508_3	1	Crash	48	49	1	7	-5.8	102	192	-22.6	298.6	16.9	400.1	-16.3	378.5	0.45	0.5	-0.05	-2.536791	2.001447	-17.460986	2.890967	287.499985	9.7	2	0.072756
284	0	X10	20160508_3	1	Crash	48	40	2.3	7	-9	135	201	-14.5	83.9	19.1	92.3	-18.2	264.6	0.25	0.325	-0.083333333	-0.316094	0.680795	-8.81374	1.48414	259.299986	17.3	1	0.115715
285	0	Y10	20160508_3	1	Crash	48	17	2.6	8	-9	154	203	-16.6	344.7	3.8	115.6	-16.2	734.7	0.166666667	0.225	0.033333333	-6.628147	3.071481	-9.755494	3.046619	288.899985	18.6	2	0.144391
286	0	Z10	20160517_2	2	Flash	48	42	3.9	7	-8	136	174	-21.1	302.3	20.6	222.2	-19.8	624.8	0.183333333	0.275	-0.116666667	-8.347812	3.590734	-13.724454	2.61398	284.999985	13.6	1	0.01738
287	0	A11	20160517_2	2	Flash	48	15	3.9	8	-8	147	179	-18.9	232	14.9	275.6	-17.7	780.4	0.366666667	0.45	-0.1	-8.521186	3.226761	-12.535562	1.725401	299.799985	21.099999	1	0.088575
288	0	B11	20160517_2	2	Flash	48	9	4.9	11	-10.5	131	190	-19.1	375.1	25.1	325.2	-13.2	768.6	0.683333333	0.475	-0.116666667	-15.058017	3.619504	-21.764699	2.8358	245.299986	15.3	2	-0.142425
289	0	C11	20160517_2	2	Flash	48	36	2.4	7	-10	143	191	-12.6	153.8	21.5	103.6	-9	292.4	0.233333333	0.35	-0.033333333	-7.507629	2.620744	-8.026952	1.675272	273.499986	9.9	1	0.037544
290	0	D11	20160517_2	2	Flash	48	20	2	6	-14	136	198	-7.5	120.5	25.9	193.2	-11	518.8	0.483333333	0.4	-0.05	-52.440152	10.449702	-14.520333	2.19915	232.099987	27.799999	4	0.074136
291	0	E11	20160518_3	2	Flash	49	30	1.8	7	-5	109	223	-7.9	286.4	28.7	150.8	-11.6	650.5	0	0	0	-27.33924	8.137187	-24.706789	2.498232	189.099988	17.4	3	0.056103
292	0	F11	20160518_3	2	Flash	49	18	3	10	-7	110	202	-23.2	204.7	9.7	224.2	-14.5	229.4	0.616666667	0.475	-0.05	-0.302022	4.227304	-5.204175	3.352011	294.999985	50.299999	1	0.121887
293	0	G11	20160518_3	2	Flash	49	50	2.8	7	-9.5	109	214	-7.5	205.6	-11.9	60.4	-8.1	507.1	0.7	0.625	-0.066666667	-16.460266	4.274354	-8.624155	0.887037	262.699986	18.6	3	0.122352
294	0	H11	20160518_3	2	Flash	49	15	3	8	-9	112	193	-12	298.9	19.7	268	-12.4	739.1	0.066666667	0.1	-0.033333333	-8.399421	3.833487	-16.140555	3.059282	254.999986	11.6	2	0.114871
295	0	I11	20160518_3	2	Flash	49	17	1.8	10	-10	108	208	-14.3	446.2	25.8	359.7	-13.2	1420.2	0.116666667	0.175	-0.116666667	-9.259983	2.641086	-31.704447	4.575306	309.199985	11.4	3	-0.05479
296	0	J11	20160518_3	2	Flash	49	30	1.5	6	-20	122	201	-13.3	227.9	-10.3	80.8	-15.3	343	0.366666667	0.5	-0.1	-5.564507	2.236921	-8.024916	1.392216	270.799986	16.6	2	0.149824
297	0	K11	20160520_4	2	Flash	49	16	2	9	-12	124	189	-14.9	340.6	29.7	265.2	-17.6	1007.5	0.466666667	0.45	-0.066666667	-0.476142	1.882853	-0.050822	1.474406	345.599984	53.399999	2	0.044871
298	0	L11	20160520_4	2	Flash	49	13	3.4	8	-9.5	144	186	-22.1	160	28.8	135.8	-15.6	451.6	0.266666667	0.4	-0.033333333	-2.737088	1.783428	-5.121458	2.143893	320.599984	18.5	1	0.118928
299	0	M11	20160520_4	2	Flash	49	50	3	7	-8	143	170	-23.8	225.6	19.4	76.8	-11.9	344.7	0.65	0.45	-0.016666667	-0.549215	0.871085	-7.577495	1.733527	296.399985	26.299999	1	0.100688
